Longitude,Latitude
-163.7128956777287,-78.59566741324154
-163.1058009511638,-78.22333871857859
-161.2451134918464,-78.38017669058443
-160.2462080556445,-78.69364592886694
-159.4824045481545,-79.04633757925897
-159.2081835601977,-79.4970077452764
-161.1276012848147,-79.63420867301133
-162.4398467682184,-79.28146534618699
-163.027407803377,-78.92877369579496
-163.0666043772704,-78.8699659158468
-163.7128956777287,-78.59566741324154
,
-6.197884894220991,53.86756500916336
-6.032985398777611,53.1531900091605
-6.788856573910849,52.26011790629234
-8.56161658368356,51.66930125589936
-9.977085740590269,51.82045482035308
-9.166282517930782,52.86462881124268
-9.688524542672454,53.8813626165853
-8.327987433292009,54.66451894796863
-7.572167934591064,55.13162221945487
-6.733847011736145,55.17286001242378
-5.661948614921968,54.55460317648381
-6.197884894220991,53.86756500916336
,
141.0002104025918,-2.60015105551566
142.7352466167915,-3.28915292726321
144.5839709820332,-3.861417738463416
145.2731278830777,-4.373737888205049
145.8297864117257,-4.876497897972683
145.981921828393,-5.465609226100043
147.6480733583476,-6.083659356310847
147.8911076194162,-6.614014580922343
146.9709053895949,-6.721656589386313
147.1918738140749,-7.388024183790023
148.0846358583493,-8.044108168167647
148.7341052593936,-9.104663588093764
149.3068351584844,-9.07143564213009
149.2666308941613,-9.514406019736029
150.0387284690343,-9.684318129111709
149.7387984560122,-9.872937106977048
150.8016276389591,-10.29368661869748
150.6905749859639,-10.58271290450593
150.0283931825758,-10.65247608809995
149.782310012002,-10.39326710372392
148.9231376487173,-10.28092253992138
147.913018426708,-10.13044076908745
147.1354431500122,-9.492443536011983
146.5678808941506,-8.942554619994155
146.0484810731849,-8.067414239131281
144.744167922138,-7.630128269077446
143.8970878440097,-7.915330498896296
143.2863757671843,-8.24549122480908
143.4139132020807,-8.983068942910982
142.6284314312442,-9.326820570516524
142.0682589052003,-9.159595635620022
141.0338517600138,-9.117892754760483
140.1434151551925,-8.29716765710095
139.1277665549281,-8.096042982620979
138.881476678625,-8.380935153846075
137.6144739116929,-8.41168263105974
138.0390991558352,-7.597882175327321
138.6686214540148,-7.320224704623087
138.4079138531023,-6.232849216337485
137.9278397971108,-5.393365573756
135.9892501161135,-4.54654387778907
135.1645976095998,-4.462931410340822
133.6628804871979,-3.538853448097541
133.3677047059467,-4.024818617370315
132.9839555197473,-4.112978610860253
132.756940952689,-3.746282647317123
132.7537886903193,-3.31178720460705
131.9898043153162,-2.820551039240499
133.0668445171434,-2.460417982598436
133.7800309592035,-2.479848321140182
133.6962117860261,-2.214541517753702
132.2323734884943,-2.212526136894319
131.8362219585447,-1.617161960459647
130.9428397970829,-1.432522067880783
130.5195581401801,-0.9377202286860893
131.8675378765136,-0.6954611141017892
132.3801164084167,-0.3695378556369491
133.9855481304284,-0.7802104630604559
134.1433679546477,-1.151867364103623
134.422627394753,-2.769184665542376
135.4576029806947,-3.367701104346857
136.2933142437188,-2.307042331556154
137.4407377463276,-1.703513278819365
138.3297274110447,-1.702634779470401
139.1849206890429,-2.051295668143673
139.9266841981604,-2.408999932468021
141.0002104025918,-2.60015105551566
,
114.2040165548284,4.525873928236805
114.5999613790487,4.900011298029966
115.4507104838698,5.447729803891534
116.220741001451,6.143191229675566
116.7251029806197,6.924771429873999
117.1296260926005,6.92805288332454
117.6433931824463,6.422166449403249
117.6890751485923,5.987490139180154
118.3476912781522,5.708695786965492
119.18190392464,5.407835598162207
119.1106938009418,5.016128241389808
118.4397270040641,4.966518866389606
118.6183207540648,4.478202419447555
117.8820349467702,4.137551377779516
117.3132324565335,3.234428208830593
118.0483297058854,2.287690131027333
117.875627069166,1.827640692548925
118.9967472677382,0.9022191430660627
117.8118583517178,0.7842418481437078
117.478338657706,0.1024746769170264
117.5216435079666,-0.8037232397532676
116.5600484558795,-1.487609144703917
116.5337968282752,-2.483517347832901
116.1480839376487,-4.012726332214022
116.0008577820491,-3.657037448749058
114.8648030945446,-4.106984144714396
114.4686515645951,-3.495703627133828
113.7556718282641,-3.43916961020652
113.2569942566475,-3.118775729996905
112.0681262553407,-3.478392022316051
111.70329064336,-2.994442233902654
111.0482401876282,-3.049425957861211
110.223846063276,-2.934032484553455
110.0709355001243,-1.592874037282463
109.571947869914,-1.314906507984475
109.0918738139225,-0.4595065242570939
108.9526575053282,0.4153754744443177
109.0691361837141,1.341933905437614
109.6632601257737,2.006492824711103
110.3961352885371,1.663774725751395
111.1688529805975,1.850636704918813
111.370081007942,2.697303371588859
111.7969283386729,2.885896511238059
112.9956148621152,3.102394924324855
113.7129354187587,3.893509426281156
114.2040165548284,4.525873928236805
,
-93.61275590694046,74.97999726022438
-94.15690873897391,74.59234650338688
-95.60868058956564,74.66686391875176
-96.82093217648455,74.92762319609658
-96.28858740922982,75.37782827422338
-94.85081987178917,75.64721751576089
-93.97774654821797,75.29648956979595
-93.61275590694046,74.97999726022438
,
-93.84000301794399,77.51999726023455
-94.29560828324529,77.49134267852868
-96.16965410031007,77.55511139597685
-96.43630449093614,77.83462921824362
-94.42257727738641,77.820004787905
-93.7206562975659,77.63433136668031
-93.84000301794399,77.51999726023455
,
-96.75439876990876,78.76581268992702
-95.5592779202946,78.41831452098033
-95.83029496944934,78.05694122996324
-97.30984290239799,77.85059723582181
-98.12428931353404,78.08285696075761
-98.55286780474668,78.45810537384507
-98.63198442258553,78.87193024363837
-97.33723141151266,78.83198436147676
-96.75439876990876,78.76581268992702
,
-88.15035030796028,74.39230703398503
-89.7647220527584,74.51555532500116
-92.42244096552946,74.83775788034099
-92.76828548864282,75.38681997344214
-92.88990597204175,75.88265534128267
-93.89382402217599,76.31924367950056
-95.9624574450358,76.4413809272224
-97.1213789538295,76.7510777859476
-96.74512285031237,77.16138865834507
-94.68408586299944,77.09787832305837
-93.57392106807313,76.77629588490605
-91.6050231595366,76.7785179714946
-90.7418458727493,76.44959747995681
-90.96966142450802,76.07401317005947
-89.82223792189926,75.84777374948565
-89.18708289259985,75.61016551380762
-87.83827633334965,75.56618886992725
-86.37919226758864,75.4824213731821
-84.78962521029058,75.69920400664653
-82.75344458691006,75.78431509063124
-81.12853084992436,75.71398346628199
-80.05751095245915,75.33684886341591
-79.83393286814837,74.92312734648716
-80.45777075877587,74.65730377877777
-81.94884253612557,74.44245901152432
-83.22889360221143,74.56402781849094
-86.09745235873332,74.41003205026117
-88.15035030796028,74.39230703398503
,
-111.2644433256309,78.15298187937769
-109.8544518705471,77.99632477488488
-110.186938035913,77.69701487905034
-112.0511911690585,77.4092288276169
-113.5342789376191,77.73220652944111
-112.7245867582539,78.05105011668196
-111.2644433256309,78.15298187937769
,
-110.963660651476,78.8044408230652
-109.6631457182026,78.60197256134565
-110.8813142566189,78.40694570587611
-112.5420914376152,78.4079017198735
-112.5258908760916,78.55055451121522
-111.5000103422334,78.8499935981305
-110.963660651476,78.8044408230652
,
-66.28243445500821,18.51476166429536
-65.7713028632093,18.42667918545388
-65.59100379094295,18.22803497972392
-65.84716386581377,17.97590566657186
-66.59993445500949,17.98182261806927
-67.18416236028527,17.94655345303008
-67.24242753769435,18.37448598883908
-67.10067908391774,18.52060110114435
-66.28243445500821,18.51476166429536
,
-77.56960079619921,18.49052541755049
-76.89661861846213,18.40086680752408
-76.36535905628554,18.1607005884476
-76.19965857614164,17.88686717373297
-76.9025614081757,17.86823781989175
-77.20634131540348,17.70111623785982
-77.76602291534061,17.86159739834224
-78.33771928578561,18.22596792243223
-78.21772661000388,18.4545327824592
-77.79736467152563,18.52421845140478
-77.56960079619921,18.49052541755049
,
-82.26815121125706,23.18861074471771
-81.40445716014683,23.11727142993878
-80.6187686835812,23.10600596769915
-79.67952368846025,22.76530324959883
-79.28148596873208,22.39920156502706
-78.34743445505649,22.51216624601709
-77.99329586456028,22.27719350838593
-77.14642249216105,21.65785146736783
-76.52382483590856,21.20681956632437
-76.19462012399319,21.22056549731401
-75.59822241891267,21.01662445727413
-75.67106035022806,20.735091254148
-74.9338960435845,20.69390513761138
-74.17802486845126,20.28465363207589
-74.29664811877726,20.05037852628068
-74.96159461129294,19.92343537035569
-75.63468014189459,19.8737743189232
-76.323656175426,19.95289093676206
-77.75548092315307,19.85548086189188
-77.08510840524674,20.41335378669879
-77.49265458851661,20.67310537361389
-78.13729224314159,20.73994883878343
-78.48282670766119,21.02861338956585
-78.71986650258401,21.59811351163843
-79.28499996612794,21.5591753199065
-80.21747534861865,21.82732432706904
-80.51753455272141,22.03707896574176
-81.82094336620318,22.19205658618507
-82.16999182811864,22.38710927987075
-81.79500179719267,22.63696483000196
-82.77589799674085,22.68815033618706
-83.49445878775936,22.16851797127613
-83.90880042187563,22.15456533455733
-84.05215084505326,21.91057505949125
